,Unnamed: 0,刀盘运行时间均值,撑靴压力均值,刀盘转速均值,撑靴泵压力均值,左撑靴俯仰角均值,控制泵压力均值,右撑靴俯仰角均值,左撑靴滚动角均值,左撑靴油缸行程检测均值,右撑靴滚动角均值,右撑靴油缸行程检测均值,围岩等级
17,17,1243.9999999999998,317.3376460750129,4.487667675559799,325.25974019231046,-2.5503157849882245,130.84484712069786,-2.0715008863254503,0.0210899448327948,453.1534430106194,2.15009673618317,377.21866399677936,5
18,18,1243.9999999999998,320.37040979167784,4.5630729186260055,326.76024149365145,-2.527960523855894,130.7381709451311,-2.068752308273908,0.02228033167757317,463.55232912999514,2.1438313498522263,368.25788778089975,5
19,19,1243.9999999999998,316.73698168845306,4.680864064181208,323.3843132008388,-1.171903017983571,130.796937707003,0.202209167585788,0.2428523571266532,465.3945206042582,1.8743763208286899,373.1777899816678,5
20,20,1244.999999999577,314.4113051484377,4.530478036820792,321.44150622443567,-1.19868213357869,130.99119177780528,0.1839111120260455,0.25572384158345673,465.4823403980948,1.8727341299058151,373.2467453266647,5
21,21,1244.9999999999998,290.3280809570503,4.5508758877048185,313.5613550161136,-1.1851305831919818,130.91418051079793,0.1900732260677736,0.2420746155074143,466.21790313094164,1.864949040649912,373.8515642250188,5
22,22,1244.9999999999998,262.59377436238265,4.520855964436223,315.62493891495467,-2.59863729112326,130.86473254083344,-1.0885600759562302,0.5293546368380889,463.3476708400775,1.9502467295994008,384.0940439437438,5
23,23,1244.9999999999998,264.5393297055256,4.981562304511321,313.0129700497209,-2.5719520259633915,130.9520619948668,-1.0643389387146651,0.5311658495801838,463.3857696628677,1.9489861473864836,384.4397231265897,5
24,24,1244.9999999999998,263.98603966000735,5.019134228252279,312.85982941600435,-2.5589222823797044,130.8287099906693,-1.0554692236753542,0.5271918335840451,463.55417332077735,1.9555576321551675,384.79591155876665,5
25,25,1245.9999999999998,266.41527302660717,4.589691646937041,314.20185383416566,-2.5689117545388487,130.83591003841158,-1.070449217692828,0.5350062982184154,464.0088871607447,1.9609745356918875,385.404570990207,5
26,26,1245.9999999999998,262.49391205764573,4.510764216463516,310.6769366236241,-3.0969883687071595,130.87150758800271,-1.5241340507946508,0.6209810216876065,462.66827104693175,1.7919769106727743,389.2832993153824,5
27,27,1245.9999999999998,265.67354504627855,4.523817459496762,311.56341387271664,-3.1293003219396542,130.83966039425522,-1.5349084144322822,0.6263784432257339,463.1968245003948,1.785898811836064,389.6580627102193,5
28,28,992.0,314.6324001671253,6.1329910460287245,327.06506206401974,-1.9894349154766315,131.24644713742694,-1.0994815040585495,0.7670497888650286,411.61462158953725,1.2077220950155323,421.589012039349,3
29,29,993.0,315.03051269930717,6.128621927963216,327.4157972784622,-1.332460609983965,131.17072614123623,0.3693418919078557,0.7701099062260747,418.86944182537314,0.9648554425359246,421.1056545946322,3
30,30,994.0,319.3313780551425,6.0211278730390125,328.63728294780486,-1.2592136153901805,130.91151637369094,0.34204463474586105,0.7286255550848337,408.70345646596536,0.4736713143048956,433.9331053735528,3
31,31,995.0,321.80260150989545,6.016507408978615,327.9225022849345,-1.3959556496871488,130.94511576025528,0.26490076147939395,1.1499014969136403,425.7721528260929,0.1780108621390164,434.6295372707037,3
32,32,996.0000000000003,323.3393756861105,6.022443518801269,328.21980529353243,-2.113819971818585,130.9880324993735,-0.9697932738540768,2.63297693257205,478.6636263610665,-0.6514530903762003,417.1228605672764,3
33,33,997.0,322.59957533438615,5.972470477880279,328.01574600309164,-2.0238419246441532,131.0282541226762,-1.007028145614099,2.4641528859565383,479.8627288372638,-0.7560180369162767,413.74871881171714,4
34,34,998.0,319.1001728555207,5.987325827235369,327.6744879227744,-1.8525135460435858,131.1818569901975,-0.8815033445369509,1.9662066765446111,475.7322985504992,-0.2152153059868432,397.5920883811196,4
35,35,999.0,322.1864478589861,6.0300826495751165,327.8972712694673,-1.8322305658575735,130.93181256731287,-0.7415171277779561,1.6435013620041834,463.4589890897374,-0.05476031743540945,404.881708614917,4
36,36,999.0,316.16162071932973,5.637953804632836,325.5082279220901,-1.6912579087469577,130.7910801697888,-0.6728673453144728,1.3708952429758956,453.5813629760056,0.2756781142616865,401.613950428185,4
37,37,1000.0,246.22738434755618,4.237303724324256,273.5990603220059,-1.6619874833842283,130.90789995636615,-0.5336901872513049,0.938971450942229,432.5553142171079,0.9718431975945908,400.86157346167846,4
38,38,179.00000000000003,290.42523535625804,6.053737021236267,329.42304746816365,-1.022335984369089,131.2174368777038,-0.8184614961839871,-2.3049839487054364,416.21560073075227,0.4752290913820221,427.90995261217415,3
39,39,179.99999999999997,290.29755916826423,5.142035515838201,326.83719805957736,-1.173819347968545,131.43790331724318,-0.7608462264301011,-2.252614499656672,419.8139887546705,0.3730581353023577,428.694441303268,3
40,40,179.99999999999997,290.7153552023188,5.5470001715229555,328.9514219911118,-1.1750957844266443,131.27760384110286,-0.7716419849592362,-2.2142520821897547,421.8307328691191,0.24488569153218764,430.81829107716385,3
41,41,181.0,290.22294207113185,5.4886935579167995,328.19747397238723,-1.0692503737109027,131.30830026213982,-0.86410611663404,-2.447642128136986,422.36880135330665,-0.02133028220601916,428.1531779886969,3
42,42,181.0,290.0804070760405,5.025490129914682,329.15924718655486,-1.0403543207285857,131.3430524840804,-0.9294909879836996,-2.3906468208241214,425.2076421589888,-0.18522174110049355,431.1473172686898,3
43,43,182.0,289.8225534760992,4.5166292904280185,329.30443688484286,-1.2715422848597029,131.38654366783027,-0.5498616744405003,-1.8308050831321756,424.48207330362123,1.130090971716012,418.07899758060915,3
44,44,183.0,244.31114123040143,4.586890483461866,291.1190282219912,-1.2189685209210532,131.34434227336297,-0.5351980052674166,-1.8258786635710245,425.0829824518821,1.291673915523904,413.58148330455253,3
45,45,184.00000000000003,241.9679407921524,5.498602631152414,284.451219131845,-1.1296596005699364,131.30225576820752,-0.5520242890278302,-1.8385342970818783,425.74799298844977,1.6875069283276147,405.9871231932758,3
46,46,184.00000000000003,244.52465116188316,5.4809651521177045,283.13164295143866,-1.169531428597981,131.40550398211948,-0.5638404164850109,-1.8097695717419575,431.48216102870987,1.6791162994519016,402.0164243224666,3
47,47,185.0,245.07194654647262,5.478642773556337,282.43884957484,-1.1658774836818508,131.48430291713913,-0.5248839801048356,-1.9480306758198604,440.5343814563437,1.3959247369765544,395.30141616774665,3
48,48,185.0,263.06410716704943,5.499725823936176,327.02078547772203,-1.1282372037646191,131.23611443170094,-0.5995247821889056,-2.046735161532892,442.2898997999015,1.1419265121837856,397.78928023602106,3
49,49,185.0,263.19238045663917,6.0082266449520985,328.5741667620609,-1.087947731733188,131.3640806447632,-0.3872444599283731,-1.9104734697433048,439.02248273819947,1.430440240188236,397.80466651393783,3
50,50,186.0,262.42110975960134,5.903098152099112,326.1751388511692,-1.0475139326830183,131.49674906622658,-0.5927681882730697,-1.8868607432777533,443.5762121206857,1.222814912909037,397.2442139699965,3
51,51,186.0,262.0078122470105,5.963710271084388,325.7996379357909,-1.3140089192432372,131.55044911774934,-0.4855542210805888,-1.6013276268220853,458.8967363853988,1.1999927893731304,387.309605007055,3
52,52,187.0,263.71055092349883,5.9892389687806435,326.115300449453,-1.0951409292561347,131.38071364015136,-0.6229095617147349,-1.815489242460219,457.076640005054,0.8928565256474801,391.68810452393166,3
53,53,187.0,262.20898937769346,5.9709521597277595,326.95649190043974,-1.2219124491013134,131.40598642414182,-0.518916192564109,-1.6924495956943968,446.3283490589139,1.4228107616280472,392.0710753535617,3
54,54,188.0,263.4558228324628,5.9722348899253666,327.2806240103849,-1.1689226102879526,131.31428563102006,-0.5592810332852008,-1.8953394140017936,442.8817784674461,1.1012326528800562,399.05865225369047,3
55,55,188.0,263.05202938633647,6.041553668964367,328.61991949896037,-1.0856282275240328,131.24502659961837,-0.6682420353069389,-2.1847702225762617,435.34656613185416,0.8402459897972202,403.87519992462114,3
56,56,188.9999999988401,263.688853485888,6.53308353927578,329.3312373075349,-1.011399844864966,131.37551608198953,0.7146522528854762,-2.3384688369453146,433.74948195350237,0.4685789239265508,406.6880430060888,3
57,57,189.00000000000003,263.20464556618214,6.080188351867447,326.06009372114437,-1.0197456064603685,131.33158633010842,-0.5016734781524191,-2.5035494551282964,418.4232108058656,1.7817569129368815,395.64679442501176,3
58,58,189.00000000000003,263.4661357230904,5.981716553089576,329.41744354932,-1.0829095515138958,131.47683323042259,-0.529626851522557,-2.478228406900379,418.15245822819236,1.7691872071550283,396.9173847088099,3
59,59,189.00000000000003,263.6015081320386,6.058021151386108,325.55351853795594,-1.0957142074395676,131.4024260839303,-0.4753880172003636,-2.343473299254852,418.76098158137916,1.878876592329259,398.3568434894104,3
60,60,190.0,263.67663252370704,5.637515582752231,325.299323136438,-1.0538365685117612,131.0840848558916,-0.6961972350858828,-2.3077304763445303,417.8436439802017,1.4890970381122444,403.15185035067816,3
61,61,190.0,263.1052735587249,5.554885309384519,327.2249174234967,-1.0564618154189598,131.28121783902242,-0.5815834740244344,-2.2553328514239794,424.7823886397378,1.3112059844110822,406.9493261018585,3
62,62,191.0,263.7230017169556,5.581790302514469,326.3689556526528,-1.1817505840736728,131.31527607904178,-0.7273929332069138,-2.046656902755329,427.39164859467735,1.1271404306162025,411.2122085137788,3
63,63,191.0,263.44370844241416,6.067473379414631,326.95592069682976,-1.2484371643085619,131.44273948358105,-0.6402336272618282,-1.89770747768468,423.1297776105252,1.4228712653003657,409.08528421758837,3
64,64,702.0,290.91571950715684,4.600928050628443,318.92400113093794,-0.8195647474978698,131.02387728519184,-0.9528069029999631,0.8692193250620954,430.19518241171164,1.4781112084525792,403.93497142577934,4
65,65,703.0,291.7994038535498,4.823424610683994,319.24165769413554,-1.6044908329426228,130.84567160029027,-1.2179287611465823,0.6937030784098156,442.38038596184333,1.4707523844985768,391.59597828723946,4
66,66,703.0,325.715518649673,5.25895565969776,333.7965144877785,-1.6088436565886357,130.33759999420155,-1.2452661961388882,0.6802307802330648,445.5229610080319,1.440816925249185,390.4444233376468,4
67,67,703.0,322.87507727574075,4.8529297528620345,331.4416192764917,-1.0554971097188968,130.76934730162918,-1.4195596116790128,0.9619894222470172,447.046702058009,1.1851266813148065,395.0656331065383,4
68,68,703.9999999999999,329.7309761290822,5.022304589158521,333.5140967055371,-1.0150951075020451,130.6547061925517,-1.3756391051746208,0.962035411722978,449.6827890501107,1.175491250371968,395.3895825061239,3
69,69,703.9999999999999,323.02026044405034,4.984609467006165,331.2947108967101,-2.42817296793953,130.8295024510836,-1.558600486106283,0.9967139536206112,454.23591650993325,0.9935377670495656,396.5088848774648,3
70,70,704.9999999999999,334.6250758384242,5.4229905836182555,334.6478101408261,-2.4863816757723973,130.68634747801076,-1.5585403329562248,1.0217733345181066,454.8236275672231,1.0112618648686489,398.6749137454298,3
71,71,704.9999999999999,323.8678258646231,5.399946761560772,332.0945276432449,-1.9769557468514587,130.7763582647966,-2.0122026140985905,0.9231165381551854,448.69693463726486,1.3278261687879216,395.9016205743252,3
72,72,706.0000000000001,324.76892958519073,6.5418744455908255,332.48726027558774,-0.6414986222827632,130.78654899798266,-1.0440279330998214,0.7655709801941779,441.18421934470337,1.2446904946481132,402.58634969173517,3
73,73,706.0000000000001,326.44327009196513,6.555822253057227,335.04531468318856,-1.0773479635651193,130.80906611179984,-1.3275873193776813,0.5143409508813256,430.7189237795365,1.5300204227508452,400.61651354335925,3
74,74,706.9999999999999,325.7308828348364,6.553613309542174,332.40243331430213,-0.5655203694204884,130.74214317282102,-0.5115123971390844,0.16111974551935446,425.03925357638497,1.6974952357598128,396.941494294501,3
75,75,708.0,328.8551009119233,6.600643366692848,333.9924649077706,-0.5982624215491235,130.68762251880364,-0.2085337500253183,-0.01733659991609442,432.12722316875175,1.8943728521657792,400.4993977684674,3
76,76,708.0,324.55269190741313,6.714937806512254,332.4877538567638,-0.4230520674557927,130.63640707057232,-0.8024310597221368,-0.3645957345770557,436.797713368908,2.3246008630688664,391.1031423139135,3
77,77,708.9999999999999,325.01722992465733,6.5246255826233215,332.99200379373264,-0.2634189536075611,130.69121917659677,-1.0353724331059175,-0.3886043785195787,447.8555000108348,2.5223867603621812,377.27442472333183,3
78,78,708.9999999999999,326.54207546797926,6.220213573075752,333.30911461978667,-0.2886517673375505,130.55966185565907,-1.0004412836170635,-0.3791860758301833,448.4206916929422,2.5193984113312005,378.8931954500698,3
79,79,708.9999999999999,329.61464104709313,6.385680123307082,336.2855209088151,-0.7532486802567507,130.67629150686287,-0.10232303797759887,-0.9364580023655076,436.20225868422426,2.8623932396383247,373.1286117908717,3
80,80,709.9999999999999,325.0417044219646,5.855939368374143,333.47478543323973,-0.8071686841281606,130.6441326434593,-0.18570745218972248,-1.1140078390906938,421.3168497360205,3.4022294158871733,370.8400509809318,3
81,81,711.0000000000001,329.79701322579257,6.463204865247833,335.92772097229374,-0.8000655004970805,130.1665307486826,-0.2571621792155789,-1.397936849691774,423.43552626261487,2.8635283730841805,376.41318760843427,3
82,82,711.9999999999999,327.75974378751016,6.4687236165145166,336.05429903761905,-0.8707766584651405,130.79174273025353,-0.2039788109765783,-1.131557941507383,427.0029778519772,2.618955236263594,384.33339647029726,3
83,83,713.0,324.54458129045037,6.741843950692086,332.9277923946302,-1.142717477858102,130.60596965941286,-0.25261208729588536,-0.7125387956343548,431.90214068312963,2.5390374852058457,388.62089893817375,3
84,84,1022.0,313.4719253530305,4.495518907225269,324.4632880890261,-2.850027212082529,130.57919018183514,-0.9612919209733808,1.0765164261821163,437.77832894372114,1.7340418544928613,394.2032227610231,4
85,85,566.3170753839504,326.97295682370253,6.656717202201097,335.8662906194345,-1.1594298295563354,130.75198861989492,0.3810935813686322,-0.3774326724968812,441.72263386206515,0.9359641111372028,419.38211331102883,3
86,86,566.9999999999999,326.663594407216,6.6537501766479465,334.5458293997403,-1.1104146344679793,130.87310838407015,0.4702274634005562,-0.1807973822001785,446.0908562683371,1.1647830932590535,417.28332891134727,3
87,87,567.9999999999994,336.8211866115828,6.637200853148324,334.9562891701142,-1.104386017021275,130.57169775976678,0.4642956742264812,-0.17719075228154682,436.81908401466217,1.1420068212610743,428.35892427517655,3
88,88,567.9999999999999,331.821498456591,6.621064627480098,334.61553581680175,-2.907278440244694,130.8676467876776,-1.1290087750876436,-0.5542140710021203,432.33845528928106,1.2270378508176376,429.3147064657505,3
89,89,568.9999999999999,334.1742603478888,6.739397404087129,334.25049255990183,-1.7410872645875153,131.08721175347537,-0.667873517874077,-0.39488624557916335,429.68403673427963,1.2230732881412485,435.15945222842424,3
90,90,569.9999999999999,331.87980353195013,6.869369080490074,334.8705086849797,-1.6509060779764817,130.87056625653722,-0.5457588572840586,-0.1808303231864781,410.6319386211309,1.2377362302005552,456.91815411230897,3
91,91,571.0,325.2679992085158,6.4916182521394905,333.94794538042765,-1.5270378305004442,130.75917622692052,-0.4664000998046954,-0.4056645993153862,401.61233217994277,1.5318473049387364,451.46291684707063,3
92,92,571.6534653530515,327.8004463113524,6.540274581049671,336.2059042541735,-1.3839555575589797,131.0344975990141,-0.5398058775812546,-0.6948026168390672,399.09104649645616,1.6697661629436888,447.1670247621333,3
93,93,572.9999999999999,325.64934070354576,6.333595960849492,332.94932028007787,-1.2898656534925517,131.09013750396537,-0.4601714663009604,-1.4364821538176678,411.8382484586677,1.8481850905720725,412.7728048648676,3
94,94,572.9999999999999,327.8175267544316,5.977611986406349,336.17728559187844,-1.1980623566627653,131.03744578250917,0.6886010989092576,-1.2140412497123063,420.977820584244,1.6728059077390718,408.5638257288807,3
95,95,573.9999999999999,326.07946610656103,6.664923079460556,334.66042636337016,-2.748671008488885,130.43525639958105,-0.4132224054711873,-1.3449343383845804,425.59776993527413,1.7324573163732442,405.68949160165766,3
96,96,573.9999999999999,325.7503150621919,6.486391190643919,333.90536978048215,-1.5450228626207398,131.06110479168458,-0.4198091154183121,-1.1359314920154244,429.64519815463797,1.7999419042920637,407.9814012375174,3
97,97,574.9999999999999,324.89557364285616,6.544880726276609,333.1129938710881,-1.608279202089841,131.13599162147165,-0.5724902166459019,-1.0514044661070938,425.93949194517097,1.7132786566699374,414.1785982870754,3
98,98,574.9999999999999,328.43721407625463,6.544700002557874,335.5966931988345,-1.5553512201533284,131.03326861738464,-0.4492225217188189,-1.0048107779826392,427.5962091638429,1.9336698277873965,409.6929162283449,3
99,99,576.0,326.411928538615,6.4779503638659754,334.7322152193335,-1.7051829837181385,130.95419402604782,-0.2497306105069388,-1.0296649630527843,423.4575152923853,1.8790246052033237,414.0274910731491,3
100,100,576.0,326.6235493925455,6.509820828158544,334.9583467365865,-1.7354073685101228,130.90430812782645,-0.5662922800818799,-1.0532049458649977,424.83134674624796,1.5632741926909743,419.1693465455632,3
101,101,576.9999999999999,327.0456358139034,6.825892760229057,335.5353044191135,-1.8143362925819653,131.04736559075258,-0.5818518846310009,-0.9422836089642418,427.2480589668547,1.7084984118535829,414.93970485153466,4
102,102,576.9999999999999,327.0229239743945,7.384338740186303,335.18543804357074,-1.7187550083454337,130.60507792786694,-0.6460615218852174,-0.8237721154727221,427.4622247131788,1.808424470930688,411.4468273866531,4
103,103,577.9999999999999,327.004605851767,6.592978953140812,334.82370539805765,-1.8136418723911252,130.9403778490789,-0.5478681161882379,-0.8598838364121493,432.26477594496816,1.669602739486782,409.07632590456376,4
104,104,577.9999999999999,326.60033042524435,5.534616967239778,335.3011647651361,-1.7533836420755329,131.12673151450684,-0.6106866837637945,-0.8643517742499677,431.4035866111978,1.618206938374301,409.2251661551746,4
105,105,274.0,331.53316517913856,6.0023733054559925,339.9429434282557,-1.1543678318639667,131.4065200458286,0.5573065597317606,-1.2414243786855013,428.03147672285684,0.8456383547650369,418.8999551931889,3
106,106,274.99999999999994,329.01402577250514,3.4415864694173472,337.33524695449137,-1.420609720716916,131.3715507350608,-0.6237721109463721,-1.4294824448136223,448.88697936059754,0.8652158301514767,397.3219350616182,3
107,107,274.99999999999994,326.8708112031508,5.8998641629080275,335.21258861261794,-1.2314494835797858,131.39017330604003,-0.5311968983346097,-1.4614319694991476,445.9838199112178,0.8131454298802342,401.95944026207087,3
108,108,275.99999999999994,330.8608205958236,5.560337500427642,339.0222269097285,-1.3237406435795291,131.47703505718889,-0.5508542527826558,-1.4668980698543297,455.32507404546936,0.8047301806555611,394.03330109140256,3
109,109,275.99999999999994,328.72787045459313,6.047476068395808,336.97923207753223,-1.4087799295659291,131.20143027556756,-0.41888515870307735,-1.2580498589565992,452.7017839438775,1.1874110201823238,392.1402204372045,3
110,110,276.99999999999994,332.2030761060347,5.855790159206417,340.4078724033214,-1.3178164440369065,131.17537838818592,-0.4576735566389101,-1.323094541200157,459.2855057811493,1.1184887829045818,385.5402283691297,3
111,111,276.99999999999994,334.1953129062985,6.484352863824817,342.4524087218336,-1.237796674890973,131.20878845103542,-0.5872727051725324,-1.4786936221596545,451.16399047486266,0.9849468820360574,394.7362428103328,3
112,112,278.0,331.813187255279,6.842269538355527,340.7986703944811,-1.4985535162575323,131.3766457295891,-0.9686983892244012,-1.4594856475600664,448.7735812693488,0.7063103167402962,402.4243306675109,3
113,113,278.0,327.80541238786634,6.732093620297731,336.24273734693645,-1.4846686432145637,130.936584557201,-0.5625029885569878,-1.6797460441688647,437.09733392011117,1.5668339785822516,396.8626469755818,3
114,114,278.99999999999994,328.25873447759466,6.415342613112693,336.8645764895119,-1.4336676018056185,131.1785466605723,-0.7101501703530535,-1.6988868603073817,429.89765145265983,1.246591113048926,407.8392764934445,3
115,115,279.15817154384064,327.4868552861201,5.995852129476048,336.1590736997709,-1.4742750041335626,131.30422944741514,-0.5270558677960228,-1.5976207285050568,425.5415796148615,1.2438878142704881,412.50549817379965,3
116,116,279.99999999999994,326.85025006909837,5.046970116159686,335.48729671138716,-1.4955979367875052,131.16415372305,-0.5142074566761161,-1.5786007120280081,425.43436912464966,1.2297697808126795,413.7359179329657,3
117,117,279.99999999999994,326.57388001527414,5.01897268435145,335.2638507157403,-1.3421784320859855,131.2590455488455,-0.7067607124745384,-1.7304888449023232,423.4768082278277,0.943992981893152,417.0215228203849,3
118,118,279.99999999999994,333.83376881537606,5.007326374336119,336.1090514417636,-1.3294759675334429,130.7613786915764,-0.7050149019252286,-1.7199920038281455,430.23248838665694,0.9224014450488528,413.6615627597768,3
119,119,280.99999999999994,327.85634917476943,4.6089548694388345,336.2686060072849,-1.4602458193580332,131.098527111303,-0.6580527035178667,-1.3861250212528105,434.70133591066485,0.7766193991173539,416.94050964762044,3
120,120,280.99999999999994,329.20704322899013,4.908258579895309,338.1229595596034,-1.5004200331435424,131.15288165212198,-0.7083160707321853,-1.4508726132402063,441.7377898789782,0.5694007073357918,409.22795398898313,3
121,121,281.99999999999994,330.2184822052935,4.604905930494336,338.4739067640081,-1.5670293252925789,131.12950189626628,-0.7513859270308456,-1.44883822535523,442.03801823393763,0.5665197620857892,410.87232390897407,3
122,122,281.99999999999994,331.43949890002705,5.552444273120023,339.3710050564708,-1.5377142032224966,131.10590656006949,-0.6918961705695179,-1.4469630213034703,443.2980647851333,0.5607424273327278,412.78646477790636,3
123,123,281.99999999999994,327.1023131387581,6.1131943629514955,335.79959507009465,-1.5738071799356617,131.17132514242613,-0.8014522437490149,-1.15889620770349,444.28343127553734,0.4838122279172937,414.2787949977919,3
124,124,283.0,330.859368119849,4.579942832018992,338.9449359721997,-1.4331388837993817,131.33196645392405,-0.7568297640015985,-1.562697570700393,439.4801735387613,0.3996205616722325,414.27976290630613,3
125,125,490.0,340.1473870374614,7.031311628163456,351.93154664180565,-1.8732974013611523,130.7602347801474,-0.4862940983822413,-1.7207793521051928,404.86128418458617,1.6401075688459468,451.0881274002261,3
126,126,491.0,328.78458601468367,6.510786241943414,337.038511273864,-1.88049371444123,130.85392657486173,-0.4310082841316552,-1.6582713747928268,403.8700601251367,1.9254487500540352,445.9913369113147,3
127,127,491.0,327.89276163406026,5.00150643175064,336.7136233182372,-1.8796389231771629,130.82855282850858,-0.43918295213032105,-1.675555048044796,403.3955224894092,1.9376256776346068,446.28641673816736,3
128,128,492.0,327.319816427814,6.5032313296725865,335.80745528268295,-1.9712992578768944,130.99156342053564,-0.4545701573494934,-1.9158663822035813,405.8643883207505,1.828213947837472,442.0503030761092,3
129,129,492.0,326.3136399728224,6.484992776311338,333.81727365311747,-1.7940070075298378,131.00754253620553,-0.5000281875203888,-2.0026802157141037,406.93254866574335,1.7218683351173472,440.9750217677691,3
130,130,493.00000000000006,327.7953289227136,6.682707519921258,335.1603983967968,-1.8343802590368856,130.9778934677414,-0.4877368037104022,-1.959101777399716,413.7310258647775,1.7823105538569366,433.22075007078405,3
131,131,493.00000000000006,328.0683767611103,6.655343259253763,335.53324137171074,-1.9208161776313009,130.76929024826558,-0.4152792742622104,-2.069425726416642,418.514285779652,1.979412293795605,423.0225472676563,3
132,132,494.00000000000006,325.6586875711862,6.547754799809981,333.55022677967145,-1.99662892535054,130.99799334874513,-0.4669970593875593,-1.9869387685486843,423.8776011234538,2.0098727963822567,416.70557260446066,3
133,133,494.61386140204905,323.8382669335696,6.090818369684485,332.3207778216941,-1.8720201135505032,131.04378475859517,-0.4263724997656255,-1.9332205618903415,423.39199530059057,2.15093335356857,415.421865039286,3
134,134,495.0,326.09585880662536,6.240360211524018,334.940944899006,-2.066691620980234,130.28527942403375,-0.4626188805262799,-1.8087792345547635,431.8190457897319,1.78663848883067,413.20152317364006,3
135,135,330.0,327.7778980975424,6.594245066885061,336.1500145289317,-1.46634233756672,131.18911526364056,-0.6715658611236162,-1.0299504863068925,424.9544962314235,0.7729482375249176,437.40308187082945,3
136,136,330.99999999999994,331.6541803464786,6.261057965587825,338.25711667422996,-1.443016586929179,131.32648304067143,-0.6616937155105854,-1.0300873904444978,425.3273023640554,0.7727712720017785,438.8382464996059,3
138,138,330.99999999999994,328.8732219010256,6.6409148997291485,337.42194362773046,-1.4498540587017674,131.3189361371336,-0.5266144826441566,-1.3787201848376456,424.92363167973883,0.6949070993318796,433.2460097578254,3
139,139,330.99999999999994,327.3813723447173,6.699070531784479,335.87966841712614,-1.594981216219396,131.28271095602588,-0.6483222823328904,-0.6827200013277683,439.60871375726305,0.7286705698465692,429.2744911180445,3
