前点偏差X均值,前点偏差Y均值,前盾俯仰角均值,前盾滚动角均值,主液压油箱温度均值,液压油箱温度预警设置均值,液压油箱温度报警设置均值,温度误差设置均值,左侧护盾压力均值,右侧护盾压力均值,顶护盾压力均值,左侧楔形油缸压力均值,右侧楔形油缸压力均值,左侧扭矩油缸伸出压力均值,左侧扭矩油缸回收压力均值,右侧扭矩油缸伸出压力均值,右侧扭矩油缸回收压力均值,左侧后支撑压力均值,右侧后支撑压力均值,撑靴压力均值,左侧护盾位移均值,右侧护盾位移均值,左侧扭矩油缸位移均值,右侧扭矩油缸位移均值,内循环水罐温度均值,内循环水罐液位均值,冷水箱温度均值,冷水箱液位均值,热水箱温度均值,热水箱液位均值,刀盘喷水压力均值,污水箱压力检测均值,TBM外水进水温度均值,TBM主冷却器进水温度均值,暖水泵压力均值,冷水泵压力均值,内水泵压力均值,变频器1温度均值,变频器2温度均值,暖水箱自动排水温度设置均值,二次风机频率设置均值,齿轮油温度均值,EP2泵 出口压力检测均值,EP2 内密封压力均值,EP2 外密封压力均值,齿轮润滑油箱压力液位1均值,齿轮润滑油箱压力液位2均值,泵1润滑压力均值,泵2润滑压力均值,泵3润滑压力均值,泵4润滑压力均值,齿轮密封压力均值,齿轮回油泵出口压力均值,主驱动加压压力均值,润滑泵电机电流均值,外密封腔流量均值,外密封流量均值,齿轮润滑流量1均值,齿轮润滑流量2均值,前部小齿轮轴承润滑流量1均值,前部小齿轮轴承润滑流量2均值,后部小齿轮轴承润滑流量1均值,后部小齿轮轴承润滑流量2均值,齿轮密封外密封压力均值,齿轮密封内密封压力均值,齿轮油温度预警设置均值,齿轮油温度报警设置均值,主驱动1#电机电流均值,主驱动2#电机电流均值,主驱动3#电机电流均值,主驱动4#电机电流均值,主驱动5#电机电流均值,主驱动6#电机电流均值,主驱动7#电机电流均值,主驱动8#电机电流均值,主驱动9#电机电流均值,主驱动10#电机电流均值,主驱动1#电机扭矩均值,主驱动2#电机扭矩均值,主驱动3#电机扭矩均值,主驱动4#电机扭矩均值,主驱动5#电机扭矩均值,主驱动6#电机扭矩均值,主驱动7#电机扭矩均值,主驱动8#电机扭矩均值,主驱动9#电机扭矩均值,主驱动10#电机扭矩均值,主驱动1#电机输出频率均值,主驱动2#电机输出频率均值,主驱动3#电机输出频率均值,主驱动4#电机输出频率均值,主驱动5#电机输出频率均值,主驱动6#电机输出频率均值,主驱动7#电机输出频率均值,主驱动8#电机输出频率均值,主驱动9#电机输出频率均值,主驱动10#电机输出频率均值,主驱动1#电机输出功率均值,主驱动2#电机输出功率均值,主驱动3#电机输出功率均值,主驱动4#电机输出功率均值,主驱动5#电机输出功率均值,主驱动6#电机输出功率均值,主驱动7#电机输出功率均值,主驱动8#电机输出功率均值,主驱动9#电机输出功率均值,主驱动10#电机输出功率均值,减速机1#温度均值,减速机2#温度均值,减速机3#温度均值,减速机4#温度均值,减速机5#温度均值,减速机6#温度均值,减速机7#温度均值,减速机8#温度均值,减速机9#温度均值,减速机10#温度均值,刀盘转速均值,刀盘转速电位器设定值均值,刀盘刹车压力均值,刀盘扭矩均值,刀盘给定转速显示值均值,刀盘速度给定均值,刀盘功率均值,刀盘运行时间均值,刀盘运行时间.1均值,给定频率均值,变频柜回水温度报警值均值,变频柜回水温度停机值均值,减速机温度报警值均值,减速机温度停机值均值,刀盘最低转速设置均值,左撑靴小腔压力均值,右撑靴小腔压力均值,推进压力均值,贯入度均值,总推进力均值,推进速度均值,推进位移均值,推进泵电机电流均值,撑靴泵电机电流均值,换步泵电机电流均值,左推进油缸行程检测均值,右推进油缸行程检测均值,左撑靴油缸行程检测均值,右撑靴油缸行程检测均值,推进速度电位器设定值均值,推进泵压力均值,控制油路2压力检测均值,辅助系统压力检测均值,推进速度给定百分比均值,左撑靴俯仰角均值,左撑靴滚动角均值,右撑靴俯仰角均值,右撑靴滚动角均值,控制泵压力均值,控制油路1 压力均值,换步泵1 压力均值,撑靴泵压力均值,换步泵2 压力均值,钢拱架泵压力均值,主机皮带机泵压力均值,左倾最大滚动角设置均值,右倾最大滚动角设置均值,左撑靴最大滚动角设置均值,左撑靴最大俯仰角设置均值,右撑靴最大滚动角设置均值,右撑靴最大俯仰角设置均值,撑靴压力设定均值,推进位移最大允许偏差设置均值,贯入度设置均值,推进给定速度百分比均值,推进速度.1均值,刀盘CH4气体浓度均值,刀盘H2S浓度均值,控制室O2浓度均值,控制室CO浓度均值,控制室CO2浓度均值,设备桥CH4浓度均值,拖车尾部CH4浓度均值,左拖拉油缸压力均值,右拖拉油缸压力均值,拖拉油缸最大允许压力设置均值,拖拉油缸最小允许压力设置均值,机械手泵1 电机电流均值,机械手泵2 电机电流均值,主机皮带机转速均值,桥架皮带机转速均值,转渣皮带机转速均值,主机皮带机泵电机电流均值,主皮带机转速电位器设定值均值,桥架皮带机转速电位器设定值均值,转渣皮带机转速电位器设定值均值,稳定段刀盘转速均值,稳定段推进速度均值,稳定段刀盘扭矩均值,稳定段总推进力均值
34.09348157,-79.98235804,0.649000049,-0.014000013,35.14359093,50,60,2,11.60542046,31.90875727,54.70437902,64.36921247,69.9565979,62.7941747,4.587191423,29.71595313,10.17312883,4.932484611,14.81481485,275.5931702,122.024439,154.8782928,-1.008696493,-0.866012065,17.98900414,0,19.96455453,1803.469775,21.69065844,1895.427763,8.598977566,48.50983734,6.621937434,18.81811873,8.053433625,3.682947516,5.52044754,21.84244804,18.4607687,45,50,26.81869691,183.5218948,0.019058642,0.023013118,647.5509989,647.3347921,54.65624949,69.67918065,63.43954964,62.17460022,7.814670134,6.5671103,0.018109326,42.10856298,113.2159958,98.9120018,13.36035954,18.99878496,32.20946153,24.83287169,36.93446261,17.23443356,0.00152392,0,50,60,0,96.18333333,96.53000031,96.57000071,98.0299998,97.46999969,97.56999995,96.77666626,97.8299998,97.33333308,0,197.8085991,199.6037997,196.1255994,199.0427979,198.0330004,194.4426003,194.1060008,196.7987994,197.8085999,0,63.02999954,63.04666595,63.02666626,63.05333252,63.02999954,63.03333282,63.04333267,63.03666611,63.04333267,0,25.66666667,26.13333333,25.66666667,25.9,25.9,25.55,25.43333333,25.78333333,26.01666667,19.53197346,19.33641987,19.69147898,18.617501,18.87116585,19.48965588,18.46245664,18.40157216,19.20440299,19.77020639,5.005229203,6570.589583,44.81785278,443.5535172,4.993647989,6570.541341,231.9333333,1207,45,63.07765948,45,55,65,80,1,40.82417094,50.09645017,61.82243347,3.936276186,4733.951489,19.69692383,539.7104716,54.37637507,32.66579819,0.486342583,520.1806274,512.7061625,469.884847,381.7359823,844.0514181,83.85947183,114.9276624,229.0624985,16.41410268,-1.157503851,-1.830415718,-4.40084877,0.567853053,130.37037,24.25009632,0.236786264,307.5940379,0.118152006,197.3910131,112.0220874,5,5,5,5,5,5,280,30,15,8.440514247,1.181815401,0.568214719,0,20.62415562,1.663833459,0,0,0.534456974,80.75665538,22.47251161,250,0,0.465494782,0,3.02557474,2.682466197,2.759201415,70.73929087,1.463226982,3,3,4.992307181,57.18729378,1802.182812,8247.673089
30.73864034,-73.53583577,0.671800057,0.021999991,42.79019712,50,60,2,11.98447129,30.49045143,55.86998482,62.48263957,64.8297643,62.34712613,6.567804718,22.42959124,7.440200567,0,8.137538401,267.1199839,121.9476395,154.8998138,-4.642970785,-5.498271434,20.75557003,0,20.75460536,1666.389001,21.97120946,1773.182141,8.587480736,51.55225169,7.150125504,19.58140456,16,3.637635032,5.484490712,18.45136496,14.47253529,45,50,24.4772377,184.0996328,0.004494599,0.022608024,588.1873718,583.3213582,60.24054782,69.99288661,63.66391767,68.07725652,7.54593455,0.551909721,0.030114836,44.22476705,116.2239955,89.31200333,13.30943365,19.00121543,26.69496568,24.1185778,39.11371498,16.21325305,0.013059414,0,50,60,0,102.7233337,102.9499997,103.1333328,103.5466665,104.0366664,103.3933337,103.0266663,103.3699994,103.4699999,0,337.9463994,339.0684031,338.6196009,339.6294037,336.0390004,333.0096008,332.7851974,329.7558004,333.7950017,0,63.20000076,63.20000076,63.19666735,63.19666735,63.19666735,63.20333405,63.20000076,63.19666735,63.20000064,0,44.8,44.91666667,44.56666667,44.8,44.45,43.98333333,43.63333333,43.63333333,43.98333333,20.0440052,19.67701092,20.38519961,18.43400364,19.28228671,20.17578112,17.71604932,17.92052472,19.7559796,19.31001644,5.018051259,6592.26709,51.58326085,755.4301392,5.010122935,6592.26709,398.65,1208,2,63.2857633,45,55,65,80,1,74.22743073,74.59924698,85.70891266,4.679576961,6731.57806,23.48173828,895.4740031,53.61042506,32.67534637,0.480295134,866.2396973,859.4267049,470.4966512,382.7095459,873.0468801,119.3687304,115.5743635,229.1763107,19.5681146,-1.233386397,-1.829668212,-4.470558469,0.560739787,130.4128077,24.13628521,0.22521219,313.4466654,0.114776236,197.1802633,113.0160133,5,5,5,5,5,5,270,30,15,8.730468829,1.408904266,0.566285694,0,20.66427383,2.689043125,0.002031491,0,0.532769102,73.93084488,22.61477642,250,0,38.12547391,0,3.136500033,2.68263286,2.758258835,70.8255455,2.145149724,3,3,4.515645999,51.30452167,1787.999895,8113.21237
30.62458979,-73.59508972,0.661600053,0.015099989,40.41702894,50,60,2,17.64660486,25.18084501,46.21431287,68.34104894,50.10802472,54.70437838,5.08680555,61.69560153,69.49749222,21.65653922,27.22559789,260.5690552,122.0417394,155.7842651,-12.09212596,-12.50791473,20.4018376,0,20.40436916,1948.258337,21.67956721,2071.225415,8.619926707,51.85607084,6.793258158,19.34931984,16,3.683198301,5.512133455,21.43241221,21.8616176,45,50,25.07016773,188.4649892,0.029147377,0.018537809,677.6501668,661.4319784,54.18441378,69.51859055,63.36226819,60.58087387,8.013358355,2.996045476,0.002522123,42.97983526,69.75999779,97.79200109,13.2348966,19.03741315,31.95303866,25.68889014,36.39635493,17.88281333,0.009760803,0.000173611,50,60,0,110.2666664,110.3800001,110.4033333,110.2866676,111.6066666,111.1166672,111.1866666,111.5400004,111.2733332,0,401.3394023,401.3393992,399.3198008,400.6662038,399.8808004,399.2075979,402.5736043,401.0027995,403.1345978,0,60.09666519,60.10333201,60.10333201,60.09666519,60.09666519,60.09999847,60.09666519,60.09999847,60.08999863,0,50.05,50.28333333,49.93333333,50.28333333,50.28333333,50.05,50.4,50.4,50.98333333,19.85785554,19.98734099,20.77835636,18.88466905,20.0555795,20.55905215,18.16430353,18.01866328,19.98107192,19.71643524,4.771793222,6271.906527,49.19487864,902.2055237,4.766648928,6271.906527,452.4333333,1208,28.83333333,60.2103021,45,55,65,80,1,74.44830271,75.94907379,85.19097163,6.06077377,6690.898975,28.92050781,1379.716638,55.3623764,32.9885409,0.486979157,1321.123995,1321.21036,462.5934733,352.3409709,1030.98477,119.8418221,115.5391599,230.3539729,24.10042229,-1.078908626,-2.046682064,-3.577763303,0.542595021,130.1123647,24.18306313,0.251736113,308.208433,0.132137347,197.6258687,113.5141777,5,5,5,5,5,5,270,30,15,10.30984767,1.73523043,0.570746531,0,20.66249396,1.869333514,0.001989294,0,0.532286853,74.45167821,22.8404707,250,0,35.29071426,0,3.169127957,2.68256464,2.756791401,70.81536687,2.269028449,3,3,4.76498127,44.90086978,1519.633062,7473.419059
35.83280233,-68.7176122,0.694000065,-0.029000016,31.90634715,50,60,2,23.15104167,30.4716437,46.4920915,72.88628387,53.84307505,79.07841441,64.02247276,86.17910945,85.68865712,32.7367864,42.69917043,262.4107829,121.799527,155.4542811,0.375868734,-0.012237549,22.49758867,0,22.42754199,1570.652405,23.92264665,1670.696134,8.566608874,51.87716942,7.02148428,20.66659508,16,3.606905858,5.492399693,30.59534117,22.76861502,45,50,24.40429668,187.2646601,0.036226852,0.020794753,676.9386088,660.7204081,54.27662086,69.49242808,63.24495989,60.6647864,8.241343594,0.652372688,0.012457441,41.70201022,74.49599742,100.8000031,13.46203772,19.03750019,32.12039954,25.12181807,36.6757817,18.1892367,0.019309414,0.007233796,50,60,0,106.103334,105.9300003,106.2000003,106.6066666,107.1833331,106.6400002,106.7566661,107.1899996,107.0366666,0,315.3942012,314.0478017,312.5891983,314.159997,313.9355988,310.6817998,314.1599996,311.0184001,313.3745987,0,60.25999985,60.26666641,60.26999969,60.26666641,60.25666656,60.26333313,60.25333328,60.25999997,60.25,0,39.55,39.43333333,39.31666667,39.31666667,39.31666667,38.85,39.2,39.08333333,39.43333333,20.93014577,21.05504932,22.9853878,20.26560084,21.34138705,22.43682505,20.04931018,19.93851261,21.72441629,21.60819346,4.784673548,6286.301416,47.37962964,705.1392354,4.777588987,6286.301416,353.5,1208,44.56666667,60.34849281,45,55,65,80,1,72.80719503,75.46585642,82.88242747,5.19982326,6509.585938,24.87817383,97.0325531,54.26540756,32.76223882,0.490162035,67.31747131,73.52233073,447.7535217,335.5652018,763.7562622,115.4923798,115.5160131,229.9339289,20.73181105,-1.804627204,-1.223934229,-3.833960279,0.526560052,130.1687912,24.1931907,0.281635805,309.940684,0.165412812,197.1045502,116.3223389,5,5,5,5,5,5,270,30,15,7.637562641,1.492690384,0.575810182,0,20.6625543,1.802059197,0.002019435,0,0.53144291,75.06606878,22.46238403,250,0,36.29721807,0,3.020859957,2.679572638,2.758151515,70.75552902,2.263910556,3,3,4.777425865,46.24749212,1551.882276,7966.863542
34.34356689,-67.12545624,0.712000072,-0.050000016,36.49751625,50,60,2,37.99623833,36.93335241,45.1890433,68.00057907,80.8858991,49.36969465,7.728105783,68.00877711,57.20823695,9.945987638,18.48524297,264.3393148,122.4666646,155.9133886,-5.21131134,-5.76006012,23.11378765,0,24.35836201,1570.886894,25.75002562,1646.9507,8.556886578,65.27898356,7.037519264,22.0926164,16,3.610030866,5.499459934,22.59946467,18.63184853,45,50,23.92795149,188.3526235,0.03441358,0.021701389,627.4000346,611.8140422,54.87403577,68.25954895,62.24115067,61.71537348,8.177686119,0.57563657,0.037968991,41.5477506,85.95199699,105.5999985,13.39502379,19.05000051,30.51458352,24.33298709,36.39079914,18.95769774,0.003317901,0,50,60,0,114.4900002,114.5733332,114.6933332,115.0433334,115.6966667,115.7066668,115.4566668,116.25,115.9833333,0,345.9125987,349.7273997,342.7710012,344.4540029,345.5759995,342.0978007,343.3319997,340.8635997,345.2393992,0,56.9000014,56.89333471,56.89666812,56.89666812,56.90000153,56.90000153,56.90000153,56.90000153,56.89666812,0,40.95,41.53333333,40.6,40.71666667,41.41666667,40.6,40.36666667,40.36666667,41.06666667,22.70013485,21.93817552,24.1263986,21.85221373,21.9393809,23.72468185,21.4063701,21.03395061,22.83673331,22.60561345,4.517712911,5937.885921,46.67961528,775.2153625,4.512793144,5937.958268,367.2666667,1208,50.36666667,57.00370255,45,55,65,80,1,69.6508489,68.82089183,89.17004191,5.336034441,7003.415137,24.10649414,293.7612854,54.25553347,60.85266202,0.486979157,259.0791321,266.0985738,450.3851888,334.1438151,606.9396139,123.4312304,115.5709885,226.1342606,20.08874505,-1.800962106,-1.211672966,-3.854383667,0.487883425,130.3390249,24.2081405,0.265239199,308.4944051,0.153838737,197.2747874,113.5315394,5,5,5,5,5,5,270,30,15,6.069396035,1.446389608,0.567129638,0,20.59467812,1.664617101,0.002097801,0,0.528308252,84.6590477,174.1165105,250,0,36.87981122,0,3.114404686,2.682670784,2.75835433,70.75521088,2.360959196,3,3,4.511776273,41.48015243,1440.019128,7768.600858
32.53749339,-63.35692418,0.730000079,0.03099999,39.67809601,50,60,2,39.54957555,43.28607254,45.86516215,69.05478363,87.96730321,61.35561371,5.526620404,38.66898155,25.34432882,3.569637314,12.46286656,265.1610718,122.3206604,155.5753906,-16.45129344,-20.7998586,23.17551549,0,23.18311119,1697.697994,24.4837485,1800.304061,8.530362717,72.00520884,7.360990699,21.33101813,15.96902005,3.621450615,5.542033164,29.9822773,17.44333541,45,50,26.34331621,188.4244787,0.039467592,0.018383488,693.1266988,682.0345072,52.55767759,69.09312286,63.34418386,59.52124392,7.975742674,5.072280073,0,41.54305267,72.19199792,100.8000031,13.19126202,19.03645865,33.47378502,26.21516285,34.95017452,19.82500079,0.011689815,0.000462963,50,60,0,112.3100004,110.7733337,112.5166664,112.0466667,113.5566668,112.3899994,113.1266665,112.9733335,113.6066666,0,235.1712001,236.6298024,234.610201,235.9565999,235.5078023,228.1025986,232.4784032,233.6004023,233.6004013,0,56.76333313,56.75,56.75333328,56.75666656,56.75,56.76333313,56.75333328,56.74333344,56.74000015,0,27.76666667,27.65,27.53333333,27.65,28,26.95,27.65,28,27.65,22.02269001,22.06211433,23.31573124,21.37225107,21.77131583,22.90883007,21.07204895,20.38158283,22.0222079,22.04752617,4.506155984,5921.826839,50.73473638,526.9320333,4.500588226,5921.790674,249.0833333,1209,14,56.84953651,45,55,65,80,1,73.87828013,70.79426982,72.10117747,4.085782743,5662.82653,18.33691406,1254.309025,54.20898056,33.14227346,0.486979157,1195.201925,1212.198364,454.69033,331.3195048,648.7389262,102.6056138,115.4677859,229.7743042,15.28076118,-1.778609689,-1.22202932,-3.844003177,0.531503137,130.2117106,24.17004255,0.230999228,309.6291453,0.108506946,197.2699626,115.7913778,5,5,5,5,5,5,270,30,15,6.487389326,1.100214811,0.566888509,0,20.59461784,2.213601911,0.00206766,0,0.52794655,74.74392319,22.48890807,250,0,36.88208694,0,3.044724878,2.682769259,2.756988215,70.75521088,2.373922189,3,3,4.495393674,49.79140435,1725.58409,8223.623587
32.78170458,-58.09165497,0.762700091,-0.013100013,30.59088008,50,60,2,40.95871913,33.8266777,46.34789797,70.53337123,75.14998016,52.07272402,24.17679399,97.06597112,108.1949275,31.65557512,43.6332948,260.2165304,122.2556768,155.8416514,0.123091125,0.288470459,19.36716264,0,22.99503301,1724.170829,25.04014746,1811.835449,8.487538528,72.56643066,7.039809958,19.86014633,16,3.64456017,5.483314069,32.10660222,28.91179587,45,50,25.93520915,185.8024679,0.037750772,0.018094136,569.9548991,548.955541,49.72569415,65.75617294,63.14031143,56.84606374,8.336467965,1.654012345,0.077696758,40.29699008,91.45599683,105.5999985,13.32314866,19.0267362,33.16267382,26.37893645,37.20694504,17.59965369,0.009375,0,50,60,0,108.9766668,108.4366671,108.7800003,108.8766658,110.0566668,109.4033333,109.6433329,109.8133331,109.8966667,0,341.5368017,341.0880005,339.2928024,341.2001999,341.3124003,338.9562012,341.5368027,338.3952006,338.2829997,0,60.01333313,60.00333328,60.00666656,60,60.00333328,60.00333328,60.00666656,60.01333313,60.00666656,0,42.58333333,42.7,42.46666667,42.7,42.81666667,42.11666667,42.81666667,42.23333333,42.58333333,21.81037814,22.76114019,22.94584293,21.89079386,22.19364866,22.61501738,21.84100113,20.75315863,22.46105811,22.62044264,4.764499919,6264.431429,48.30150452,765.7016174,4.760967731,6264.431429,382.7833333,1209,29.8,60.13853976,45,55,65,80,1,70.5492864,74.50617294,86.19068273,5.861618265,6769.416276,27.92821045,185.4934184,54.26540756,33.73969828,0.494936352,162.8553243,161.6279663,461.218221,354.7994486,851.1405304,121.3753868,115.4755025,229.7386195,23.27350779,-1.521026254,-0.146641032,-3.692370756,0.212890609,130.2777771,24.18354556,0.258487657,308.609667,0.168788583,197.3080627,112.6297269,5,5,5,5,5,5,270,30,15,8.511405214,1.675692582,0.569782025,0,20.66394202,1.665280183,0.002019435,0,0.527223176,74.70968374,22.83227221,250,0,0.47314962,0,2.935379322,2.68250405,2.757978479,70.75552902,2.282277187,3,3,4.755011442,49.25575803,1692.933968,8387.410741
34.65658798,-51.17409274,0.811000109,-0.023000015,36.87620544,50,60,2,41.463156,42.240065,46.76070633,69.47579193,82.92534714,87.17206701,86.87500025,86.55381927,96.72309062,6.334394312,16.04552457,264.5968353,122.031191,155.7302526,-12.09783427,-11.96181234,21.96518141,0,21.98206005,1901.94528,23.26352723,1994.848812,8.482677492,79.90873388,7.110339165,20.49153652,16,3.672395825,5.546990776,32.79429499,18.8704429,45,50,26.82496624,183.5093557,0.035339506,0.022685186,695.0123494,695.4201192,52.49401983,69.26709595,63.29680252,59.44203237,8.056520112,5.755787055,0,41.54548264,94.27199605,102.7520009,13.47644749,19.05625006,31.5549483,24.20052185,34.87673658,19.13408699,0.007908951,0,50,60,0,106.7133334,106.2833333,106.8733337,106.8900002,108.1166674,107.0900002,107.4566666,107.6466665,107.9433334,0,324.5946009,325.9409988,323.4725998,324.8189987,323.921404,319.9944016,323.5848002,321.0041992,325.0434021,0,60.16666667,60.16666667,60.16333326,60.16333326,60.16666667,60.17333349,60.17333349,60.17333349,60.17333349,0,40.6,40.83333333,40.48333333,40.83333333,40.6,40.13333333,40.36666667,40.48333333,40.71666667,21.19140625,21.40444126,22.46551901,20.74700998,21.53440895,21.85149034,20.53988202,19.78250389,21.26941102,21.33909639,4.7773808,6277.162646,48.67158572,728.1798879,4.770597696,6277.102376,364.9333333,1209,44.33333333,60.26018194,45,55,65,80,1,61.57166252,70.92833684,92.45852737,4.530621338,7261.692773,21.64443359,659.7375997,54.2155646,33.38862762,0.486979157,621.8369751,623.6566121,462.8650431,356.2085103,606.0836304,127.0085838,115.4504252,229.3986318,18.03702765,-1.555555542,-0.121383095,-3.812741144,0.204523595,130.2642746,24.20717589,0.240644292,308.6689799,0.141300156,197.4638306,113.3849347,5,5,5,5,5,5,270,30,15,6.060836331,1.298665996,0.568938088,0,20.66412303,2.586865755,0.00200135,0,0.525535303,74.51292394,22.75655867,250,0,0.468598098,0,3.129595494,2.682337364,2.756451305,70.75521088,2.568793408,3,3,5.432506153,58.78578404,2101.377602,10520.66551
41.13346914,-44.39282379,0.829000056,-0.066200019,35.13117294,50,60,2,50.65345395,58.41049271,49.14255384,77.29793625,112.547261,41.35513153,5.337577216,56.09182116,25.40653941,16.43759632,29.39284344,262.1793009,121.7543767,153.7752563,0.641282654,0.446198018,22.01135686,0,21.9959247,1987.496305,23.24725113,2085.441496,8.752102661,85.08632253,7.305772241,20.51673412,16,3.686284717,5.536612638,28.36009827,24.46795444,45,50,26.88910567,182.0090668,0.038483797,0.023013117,706.7257853,687.3411377,49.70871964,66.2879776,63.18745143,56.19249166,8.059895817,5.657986069,0,40.28921115,106.2399956,106.8159996,13.28929447,19.04791679,35.27187532,25.00792929,46.27421939,12.9345492,0.010455247,0,50,60,0,95.10333354,94.72333323,95.14666621,94.99666723,95.75666656,95.11333313,95.31666616,95.24333293,95.4333341,0,300.4715993,299.7984004,298.9007991,298.3397995,297.2177999,294.4127991,296.7690008,294.9737986,296.993398,0,68.5,68.50333328,68.5,68.5,68.50333328,68.5,68.5,68.50333328,68.50666656,0,42.58333333,42.93333333,42.46666667,42.58333333,42.35,42.23333333,42.35,42.23333333,42.23333333,21.06421229,21.47473017,22.52592087,20.81910629,21.48859463,21.97084764,20.74351317,19.96117846,21.3176356,21.46882248,5.43907644,7146.821875,45.26106809,669.6661702,5.431556781,7146.761572,381.85,1210,9.333333333,68.60914001,45,55,65,80,1,71.7920517,68.60725225,111.2215482,3.93890636,8735.340527,21.46068115,117.9511759,54.27434184,44.97236582,0.486979157,99.46251017,100.562499,455.6638713,363.5378052,490.0294179,144.1729375,115.4484952,228.2667837,17.88390071,-1.312114175,-0.358892743,-3.679735716,0.380208349,130.1953135,24.23562883,0.256558646,314.7130615,0.14515818,197.1257696,118.8348765,5,5,5,5,5,5,270,30,15,4.900294209,1.287640838,0.556520053,0,20.59407539,1.608193509,0.002007378,0,0.526138115,80.26427409,91.3777984,250,0,0.465494782,0,2.995839532,2.682519237,2.757143307,70.75521088,2.421169734,3,3,5.58342742,56.30034494,2114.06228,11924.61074
37.01499189,-43.11756185,0.838000059,-0.032000016,38.95218379,50,60,2,43.61738014,59.51485405,49.51147728,68.9993248,117.9152209,77.72762349,8.485725212,33.48427836,53.07580935,5.112847201,17.90509262,265.2526957,121.8058563,153.316153,-2.84295756,-7.906787109,24.89269861,0,24.95117226,1699.30415,26.16114445,1775.839364,8.606269264,85.74459915,7.746431382,22.75040989,16,3.616705251,5.501195971,21.33463548,19.02464345,45,50,26.28894215,183.1037806,0.030497686,0.024131945,622.9472941,619.4168355,55.95814018,69.44577001,63.48668989,63.059655,7.680242078,0.604108799,0.021126,42.9770813,115.5199956,100.8000031,13.5423617,19.03897572,30.58350716,24.68478123,33.65373351,19.66851956,0.005652006,0,50,60,0,92.1,91.71999969,92.10666631,92.41333288,93.03666636,92.25999985,92.4166659,92.34333293,92.65999959,0,269.2799998,267.4848017,266.3628031,270.0654022,266.5872004,263.5577975,264.9041992,264.7920019,264.6798012,0,70.93666763,70.9433342,70.93333435,70.92666779,70.95000076,70.93000107,70.9433342,70.9433342,70.94000092,0,39.55,39.2,39.55,40.13333333,39.78333333,38.85,39.2,39.31666667,39.08333333,23.75096442,23.4633007,24.63529612,22.75933177,23.63088334,24.13278815,22.43863379,22.03872515,23.35648123,23.44750659,5.632636229,7399.05223,45.40892677,599.112972,5.62327927,7399.05223,354.3166667,1210,19,71.03089676,45,55,65,80,1,73.10233434,67.77006124,101.9087573,3.392770449,8003.913883,19.14560547,479.202356,54.26352666,33.16359889,0.486979157,451.3277181,454.0966736,459.3326152,362.2404195,628.4119527,134.9667239,115.2604167,230.040509,15.9546505,-1.299527407,-0.351140531,-3.70474054,0.362437359,130.2777776,24.21778533,0.222800925,310.5695445,0.135513118,197.0042455,117.1421677,5,5,5,5,5,5,270,30,15,6.284119558,1.148734832,0.565924003,0,20.59467812,1.664556821,0.002019435,0,0.524691365,75.77980347,22.28925559,250,0,0.468184322,0,3.06511937,2.682572238,2.758539271,70.75521088,2.556864897,3,3,5.620528491,49.05390398,1792.716776,11230.29844
30.35115077,-41.4787487,0.789700101,0.02529999,43.4132665,50,60,2,34.7897377,41.48582179,50.04147352,72.81684011,88.32947489,70.94955673,7.11226848,15.25896982,9.944058609,0.996817122,13.97955249,265.2353404,121.1370326,154.0039673,0.011787923,-6.168510691,24.30531438,0,24.37463888,1985.934412,25.59859638,2076.897176,8.601562405,81.5923996,7.486014477,22.34423243,16,3.658121141,5.53518521,20.73832893,18.26557662,45,50,25.7267554,185.1437103,0.030015432,0.023611111,712.7740926,708.6798604,53.2613814,69.04284795,63.37010549,60.53385404,7.639853398,4.734143533,0,41.53884074,111.3599958,103.0720011,13.38726924,19.01519101,31.00295169,25.6664362,33.89895903,19.90700347,0.005613426,0.000115741,50,60,0,97.01666667,97.40666682,97.27999954,98.44333318,98.33000031,98.21999919,97.66666641,98.67999954,98.12999929,0,251.8890035,251.5523992,249.8693995,250.2060013,251.6646001,246.9521998,249.1962001,247.6254023,249.9816015,0,62.40666809,62.40333481,62.41333466,62.41333466,62.41666794,62.41666794,62.41666794,62.41333466,62.40333481,0,32.78333333,32.9,32.55,32.43333333,32.78333333,31.96666667,32.43333333,32.43333333,32.66666667,23.05700226,22.69892902,24.10614408,22.35725307,22.60742175,23.23953514,20.80596549,21.15029437,22.65745564,22.97429574,4.955500984,6511.537793,45.19784419,562.3208934,4.948768632,6511.537793,292.95,1210,39.3,62.51076126,45,55,65,80,1,74.48929494,74.42370783,96.0604749,3.263000456,7544.589827,16.1690918,1407.761239,59.22222074,32.67534637,0.486979157,1359.026172,1365.050338,459.5836934,362.8481262,842.9783946,128.8604365,115.6684046,228.0931712,13.47424281,-1.291558139,-0.344738611,-3.697482618,0.368344911,130.1060959,24.17293619,0.229070216,310.6659922,0.118152007,196.974826,112.966821,5,5,5,5,5,5,270,30,15,8.429783916,0.970145497,0.553144272,0,20.59473839,1.10942324,0.002031491,0,0.527223176,75.49720256,22.45611471,250,0,0.465494782,0,3.19157482,2.682443476,2.75841399,73.05069148,2.484812617,3,3,5.611501137,44.80672765,1522.198199,10458.3646
