前点偏差X均值,前点偏差Y均值,前盾俯仰角均值,前盾滚动角均值,主液压油箱温度均值,液压油箱温度预警设置均值,液压油箱温度报警设置均值,温度误差设置均值,左侧护盾压力均值,右侧护盾压力均值,顶护盾压力均值,左侧楔形油缸压力均值,右侧楔形油缸压力均值,左侧扭矩油缸伸出压力均值,左侧扭矩油缸回收压力均值,右侧扭矩油缸伸出压力均值,右侧扭矩油缸回收压力均值,左侧后支撑压力均值,右侧后支撑压力均值,撑靴压力均值,左侧护盾位移均值,右侧护盾位移均值,左侧扭矩油缸位移均值,右侧扭矩油缸位移均值,内循环水罐温度均值,内循环水罐液位均值,冷水箱温度均值,冷水箱液位均值,热水箱温度均值,热水箱液位均值,刀盘喷水压力均值,污水箱压力检测均值,TBM外水进水温度均值,TBM主冷却器进水温度均值,暖水泵压力均值,冷水泵压力均值,内水泵压力均值,变频器1温度均值,变频器2温度均值,暖水箱自动排水温度设置均值,二次风机频率设置均值,齿轮油温度均值,EP2泵 出口压力检测均值,EP2 内密封压力均值,EP2 外密封压力均值,齿轮润滑油箱压力液位1均值,齿轮润滑油箱压力液位2均值,泵1润滑压力均值,泵2润滑压力均值,泵3润滑压力均值,泵4润滑压力均值,齿轮密封压力均值,齿轮回油泵出口压力均值,主驱动加压压力均值,润滑泵电机电流均值,外密封腔流量均值,外密封流量均值,齿轮润滑流量1均值,齿轮润滑流量2均值,前部小齿轮轴承润滑流量1均值,前部小齿轮轴承润滑流量2均值,后部小齿轮轴承润滑流量1均值,后部小齿轮轴承润滑流量2均值,齿轮密封外密封压力均值,齿轮密封内密封压力均值,齿轮油温度预警设置均值,齿轮油温度报警设置均值,主驱动1#电机电流均值,主驱动2#电机电流均值,主驱动3#电机电流均值,主驱动4#电机电流均值,主驱动5#电机电流均值,主驱动6#电机电流均值,主驱动7#电机电流均值,主驱动8#电机电流均值,主驱动9#电机电流均值,主驱动10#电机电流均值,主驱动1#电机扭矩均值,主驱动2#电机扭矩均值,主驱动3#电机扭矩均值,主驱动4#电机扭矩均值,主驱动5#电机扭矩均值,主驱动6#电机扭矩均值,主驱动7#电机扭矩均值,主驱动8#电机扭矩均值,主驱动9#电机扭矩均值,主驱动10#电机扭矩均值,主驱动1#电机输出频率均值,主驱动2#电机输出频率均值,主驱动3#电机输出频率均值,主驱动4#电机输出频率均值,主驱动5#电机输出频率均值,主驱动6#电机输出频率均值,主驱动7#电机输出频率均值,主驱动8#电机输出频率均值,主驱动9#电机输出频率均值,主驱动10#电机输出频率均值,主驱动1#电机输出功率均值,主驱动2#电机输出功率均值,主驱动3#电机输出功率均值,主驱动4#电机输出功率均值,主驱动5#电机输出功率均值,主驱动6#电机输出功率均值,主驱动7#电机输出功率均值,主驱动8#电机输出功率均值,主驱动9#电机输出功率均值,主驱动10#电机输出功率均值,减速机1#温度均值,减速机2#温度均值,减速机3#温度均值,减速机4#温度均值,减速机5#温度均值,减速机6#温度均值,减速机7#温度均值,减速机8#温度均值,减速机9#温度均值,减速机10#温度均值,刀盘转速均值,刀盘转速电位器设定值均值,刀盘刹车压力均值,刀盘扭矩均值,刀盘给定转速显示值均值,刀盘速度给定均值,刀盘功率均值,刀盘运行时间均值,刀盘运行时间.1均值,给定频率均值,变频柜回水温度报警值均值,变频柜回水温度停机值均值,减速机温度报警值均值,减速机温度停机值均值,刀盘最低转速设置均值,左撑靴小腔压力均值,右撑靴小腔压力均值,推进压力均值,贯入度均值,总推进力均值,推进速度均值,推进位移均值,推进泵电机电流均值,撑靴泵电机电流均值,换步泵电机电流均值,左推进油缸行程检测均值,右推进油缸行程检测均值,左撑靴油缸行程检测均值,右撑靴油缸行程检测均值,推进速度电位器设定值均值,推进泵压力均值,控制油路2压力检测均值,辅助系统压力检测均值,推进速度给定百分比均值,左撑靴俯仰角均值,左撑靴滚动角均值,右撑靴俯仰角均值,右撑靴滚动角均值,控制泵压力均值,控制油路1 压力均值,换步泵1 压力均值,撑靴泵压力均值,换步泵2 压力均值,钢拱架泵压力均值,主机皮带机泵压力均值,左倾最大滚动角设置均值,右倾最大滚动角设置均值,左撑靴最大滚动角设置均值,左撑靴最大俯仰角设置均值,右撑靴最大滚动角设置均值,右撑靴最大俯仰角设置均值,撑靴压力设定均值,推进位移最大允许偏差设置均值,贯入度设置均值,推进给定速度百分比均值,推进速度.1均值,刀盘CH4气体浓度均值,刀盘H2S浓度均值,控制室O2浓度均值,控制室CO浓度均值,控制室CO2浓度均值,设备桥CH4浓度均值,拖车尾部CH4浓度均值,左拖拉油缸压力均值,右拖拉油缸压力均值,拖拉油缸最大允许压力设置均值,拖拉油缸最小允许压力设置均值,机械手泵1 电机电流均值,机械手泵2 电机电流均值,主机皮带机转速均值,桥架皮带机转速均值,转渣皮带机转速均值,主机皮带机泵电机电流均值,主皮带机转速电位器设定值均值,桥架皮带机转速电位器设定值均值,转渣皮带机转速电位器设定值均值,围岩等级
69.57362366,-26.92167726,0.735712801,0.055112824,37.7735648,50,60,2,10.05273877,15.20855727,35.09262475,80.37906723,77.20962533,71.79442902,3.392770352,49.71152743,12.52781618,32.53809544,40.12335026,326.5965504,158.2727258,156.6873248,-10.27623938,-25.03454914,27.20596812,0,29.24769717,1935.498236,31.0566059,2001.452799,7.689274474,402.5495732,14.18517478,27.33068138,1.85181988,4.681847243,3.739541765,34.55972147,30.81345422,35,40,30.65702851,131.1780615,0.058330775,0.016357172,578.3803126,569.5185699,41.13969459,55.62203843,63.66749874,46.77616471,8.78015014,2.62983104,0.033679826,37.61460455,88.69126726,126.8419933,13.56437104,18.97267808,32.95761441,26.09591897,36.95244938,18.18116081,0.040429328,0.025760308,50,60,0,169.8193371,170.4828731,169.620442,171.1662983,171.5127074,170.621547,169.5812157,170.6839783,170.2193368,0,796.8121638,795.3430293,796.6819892,797.816386,793.6321334,794.0598534,798.5788528,792.9812523,797.3886611,0,81.35966972,81.35966989,81.35966993,81.35911729,81.36243224,81.3635374,81.35911741,81.35690742,81.35801242,0,135.0303867,134.8370166,135.0690608,135.378453,134.5276243,134.7209945,135.6298343,134.4696133,135.320442,29.41153668,30.20987199,31.18773313,29.4919277,29.83591276,27.16790096,29.00044913,31.68624582,30.14870459,30.14778519,6.4599531,8498.281941,50.91914389,1791.478922,6.458698552,8498.281946,1214.906077,425,36.29281768,81.58356168,45,55,65,80,1,72.88109742,70.1183463,147.8205895,7.971114955,11609.82923,51.47925681,171.1494856,62.51673737,33.32491553,0.496000242,145.9773745,142.5095768,452.7754533,361.7880745,2071.737261,182.2050211,115.9852509,225.893634,42.9146056,-1.312416444,-2.90306833,-2.315662106,2.331220759,131.2871701,24.28844986,0.405332391,335.3399333,0.286474324,195.2191402,112.8852692,5,5,5,5,5,5,320,40,20,20.7173724,3.089851659,0,0,20.68322637,0,0.029945318,0,0,79.55361466,22.69389764,250,0,34.28610017,0,3.121100521,2.680176589,2.754372693,73.02904064,2.088723258,3,3,4
68.89315192,-17.65680549,0.746465445,-0.014805185,44.13865609,50,60,2,16.24223625,41.17147395,34.68999239,94.17772527,132.6022179,77.4463124,3.371378825,33.19453058,2.100665802,7.338937013,17.39133552,333.1121675,156.9726272,160.1761431,-13.76064459,-26.63203815,31.72334809,0,31.86877625,1876.984003,33.43206391,1945.105512,7.367751867,489.8186111,15.25371283,30.31773537,2.938376653,4.67327879,3.723643197,35.43285313,32.44894817,35,40,29.86154067,132.0470072,0.05214063,0.013762835,590.8564393,595.802977,42.06385214,55.63612981,63.72598527,48.26399624,8.735095525,3.780350433,0.00508697,37.61094231,80.29781912,124.4673301,13.82290008,19.03452473,34.45756023,24.94296756,37.57851202,18.15992926,0.059222589,0.003317519,50,60,0,228.9821785,230.2415841,228.9782185,230.7099008,231.6514847,230.5118809,228.9356437,230.6663367,229.5792087,0,1091.817086,1092.017039,1091.383836,1096.082917,1086.584795,1091.017243,1095.183087,1088.98431,1092.816888,0,81.98514874,81.98514874,81.98316857,81.98712891,81.98415866,81.98118841,81.98415866,81.98712891,81.98910908,0,186.7128713,186.9207921,186.6435644,187.7524752,185.9851485,186.6435644,187.3019802,186.2970297,186.8514851,29.79905093,30.40722683,31.48087281,29.55653972,30.15891426,27.35997226,28.88021548,33.52295209,30.09721231,30.27383153,6.509612315,8575.543539,59.98152157,2458.16735,6.517407441,8575.52922,1681.316832,425,48.56435644,82.32514651,45,55,65,80,1,56.44294852,68.4168155,163.4187643,10.86217283,12834.90987,70.6866298,723.7475846,62.23105482,32.99810855,0.486979157,671.5880943,684.2347195,462.8871182,354.1646426,2886.818333,199.4924884,115.8715215,225.7879806,58.92371705,-1.283003285,-2.892841696,-2.217975048,2.304329395,131.1533093,24.24754184,0.367133069,336.2857246,0.252824763,198.3350795,115.7526295,5,5,5,5,5,5,320,40,20,28.86818319,4.242507809,0,0,20.63090341,0.129510022,0.029982652,0,0,72.27851686,23.52516499,250,0,38.52779128,0,3.104811989,2.680369946,2.755837207,76.02121584,1.608267362,3,3,4
64.51984817,-21.39968793,0.694753326,-0.146490235,45.45395809,50,60,2,12.01402041,29.9428434,34.06488619,103.5601558,118.5131629,65.92393447,3.240646809,32.53479722,0.673682508,1.888396606,14.97452215,326.9685304,155.166328,162.6634187,-16.68101501,-28.37375458,29.36566659,0,29.30300512,1796.030416,31.08341155,1861.793764,7.364485632,666.6058338,13.93677744,28.43642909,3.000259274,4.682637391,3.744761606,34.8371878,30.59510672,35,40,31.02213526,131.0548763,0.058445316,0.027157738,576.0824914,572.332381,42.69379063,57.28945883,63.72305167,48.21421527,8.686333155,4.096425563,0.018595377,37.69466308,83.61973698,124.4259774,13.66461548,19.04017877,32.94790015,25.65540565,37.07405016,18.28815016,0.051237825,0.026729347,50,60,0,138.3681818,138.8519484,138.2538961,139.5512986,139.5155844,138.6103896,137.7461043,138.6123379,138.3409093,0,628.8518601,627.2562896,629.0485711,629.2015726,626.1415697,624.7208577,629.3982873,623.9558591,628.611427,0,81.42467647,81.42727384,81.42207911,81.42272845,81.42792318,81.42532581,81.4266245,81.42337779,81.41883241,0,106.75,106.4545455,107.0227273,106.9090909,106.2272727,105.9318182,106.8181818,105.9090909,106.7954545,28.68766292,28.80655035,29.81629907,28.16130989,28.59514978,25.97094951,27.91625385,31.82461715,28.92766976,28.72023802,6.465079509,8503.127942,55.59747877,1412.381824,6.462376972,8503.132635,958.7272727,425.8051948,11.93506494,81.63002554,45,55,65,80,1,61.47157961,42.84004494,154.9167273,6.423250403,12167.15988,41.52014002,1194.942076,57.87560312,32.67534637,0.486979157,1120.943125,1158.998554,463.7572239,356.9200332,1641.141693,189.2831783,115.7405529,225.7284513,34.60011602,-1.332232734,-2.899350174,-1.787893817,2.234951858,131.132193,24.23509641,0.363850559,335.5396419,0.251679745,198.251863,111.8696261,5,5,5,5,5,5,320,40,20,16.4114168,2.491208344,0,0,20.65907586,0,0.029902822,0,0,68.04137024,22.11108479,250,0,0.477908015,0,3.142627097,2.681526587,2.751252099,73.209198,1.523819323,3,2.994093418,4
63.94958477,-25.03682484,0.665732741,-0.219310152,43.25914054,50,60,2,19.94078321,31.80048487,34.37485682,116.5888852,123.2733428,56.09429433,4.330107488,79.55213513,67.65232528,28.54814114,37.10479121,326.283892,154.5384375,162.8608843,-1.340613488,-1.35597788,27.35062556,0,29.12168811,1941.711257,31.47818686,1989.919811,6.976347635,290.3380816,13.52397607,27.4072428,2.454333985,4.684268432,3.743342053,34.78489122,31.83310868,35,40,31.33906149,129.4683382,0.07021796,0.017750733,552.3433554,549.9590965,40.96718016,55.67269304,63.62188317,45.98696193,8.857282251,4.533582019,0.027081417,37.62547774,96.26613448,131.5009974,13.64143356,18.96191754,31.71067997,26.48769373,36.09903649,18.5883191,0.047700082,0.030058214,50,60,0,166.3643562,167.0910886,166.2415846,167.6049507,168.2564351,167.0683172,166.0881192,167.2049509,166.8376244,0,797.7419965,795.2758185,798.2419023,797.7753284,795.1758411,794.1093877,800.0082156,792.809644,798.7417995,0,81.82475439,81.82574448,81.82376439,81.8247547,81.82673486,81.82673501,81.81980413,81.82178414,81.82673471,0,136.3960396,135.6683168,136.2574257,136.1534653,135.6336634,135.4950495,136.3613861,135.3217822,136.3267327,29.78046497,31.20785047,32.48826845,30.53585946,30.98063074,28.22412451,29.93796116,34.75556209,31.20674035,31.32498786,6.496815658,8546.826984,52.27492886,1793.397689,6.495591003,8546.848488,1223.856436,426,19.00990099,82.04957105,45,55,65,80,1,75.73340622,71.69508588,174.2591455,7.128697471,13686.3134,46.31300762,894.8817368,64.96131398,32.67534637,0.496055086,832.8876941,851.1092336,460.299485,351.560559,1738.750375,210.248785,116.0245058,225.8636145,38.59417292,-2.568269855,-2.947356583,-1.32988689,2.676210994,131.2232128,24.27504436,0.387616888,334.8673274,0.274741019,184.7815256,112.9401868,5,5,5,5,5,5,320,40,20,17.38750379,2.778780387,0,0,20.67094839,0,0.0298412,0,0,68.51436419,22.34555481,250,0,0.477908015,0,3.177508781,2.68087172,2.755426112,73.209198,1.658495342,3,3,4
64.63589802,-23.69572317,0.693534732,-0.115587374,46.3149184,50,60,2,17.18563793,24.74688872,34.77794394,110.7512829,108.2313442,66.55765805,2.758010174,30.6274639,0.578560458,2.155528053,14.60138189,327.1622568,154.3414062,163.2217315,-5.14133748,-9.89587916,27.51657322,0,31.18059851,1817.452005,32.76333161,1859.766191,6.928590269,320.698722,14.83357974,27.86820038,2.865500094,4.67325585,3.750257827,34.96630939,30.42864178,35,40,28.89292861,130.025555,0.039896177,0.025503071,554.4365911,551.8978806,45.35908304,60.26751463,63.86342753,52.04752282,8.555289117,3.687121845,0.039694436,38.85928907,93.6237586,116.3881241,13.45441486,19.02062733,31.96511493,25.77258763,37.12440736,17.99568633,0.064625733,0.028155941,50,60,0,130.6594057,130.6217819,130.6831679,131.9009903,132.0534655,131.374257,130.5663364,131.5574259,131.2475246,0,631.1749888,629.4086749,631.9081786,630.8083965,629.3420212,628.4088717,631.6415693,628.7088132,629.8085933,0,64.21782027,64.22673118,64.22376077,64.22376077,64.22277062,64.22376077,64.22970173,64.22277084,64.2237607,0,84.41584158,84.13861386,84.58910891,84.45049505,84.06930693,84.03465347,84.65841584,84.1039604,84.31188119,28.556378,28.62509862,30.60676505,27.78350745,28.33918503,26.3010089,28.29037498,32.25331284,28.81715234,29.10381874,5.099393269,6712.554504,53.94872881,1418.349804,5.101540929,6712.550921,758.9108911,426,32.55445545,64.44051716,45,55,65,80,1,33.61208517,34.33045136,143.9309171,4.979288899,9516.778456,25.38865737,1140.696472,56.81480521,33.03904479,0.486979157,1072.18607,1093.94321,459.7640508,351.8704399,1476.604047,173.8417327,115.5371936,225.7057587,21.15721346,-2.60526248,-2.944334136,-1.300822782,2.670026406,131.2236429,24.24095252,0.344214111,335.2089693,0.240649065,198.0964378,110.2235749,5,5,5,5,5,5,320,40,20,14.7660405,1.523319403,0,0,20.64683943,0,0.029936099,0,0,57.22591782,19.76387748,250,0,0.477662209,0,3.245789474,2.680610713,2.753457487,73.209198,1.593516906,3,2.999063157,4
66.15445567,-22.49329315,0.686745839,-0.141223559,46.67441575,50,60,2,9.299719535,34.66239009,34.31259294,84.24135874,120.4976357,65.2397695,3.427593386,31.29904293,0.80515831,0.010421571,13.40679928,330.8403719,154.1034027,163.7708045,-6.557232226,-10.72319289,30.75859227,0,30.90645596,1778.279452,32.30837188,1839.442758,6.920668549,409.9438332,15.53565029,29.19909613,2.881223521,4.666911881,3.727768947,34.65448186,30.65419254,35,40,28.64454607,130.6544991,0.044780877,0.008459863,571.2294513,547.2071926,44.50216759,58.85189868,63.82635954,50.95967354,8.529994472,4.274889165,0.024825116,38.85382998,88.7267762,119.7559397,13.75491475,18.99832297,34.04599271,25.80699841,36.70811301,18.19607845,0.051975439,0.027508043,50,60,0,144.9118641,145.3161021,144.7618631,146.3330506,146.5177961,145.9169494,144.7050838,146.0677966,145.3398306,0,757.4926297,755.0394422,757.7208324,758.0916588,754.7256656,754.9253411,758.5195411,754.5830352,756.7509667,0,69.81017174,69.81440909,69.80508701,69.81440916,69.81356165,69.81440935,69.81186682,69.81271408,69.81440916,0,110.1610169,109.8050847,110.3389831,110.3686441,109.8050847,109.8644068,110.4279661,110.0127119,110.0720339,28.13726052,29.24360232,30.40156145,28.13624925,28.30792915,24.76447251,27.93269146,32.66120348,29.26993218,29.01166109,5.543084609,7296.601732,52.07617941,1703.104778,5.545417151,7296.561879,991.1822034,426,39.80508475,70.04737576,45,55,65,80,1,51.4785144,40.84103313,166.3597822,7.102480092,13065.89743,39.22984392,1245.04331,58.42760713,34.43884656,0.486979157,1174.637127,1198.545497,459.9871495,352.4632491,1400.594789,201.2742509,115.6371384,225.7309804,32.69153585,-2.580739595,-2.941154304,-1.268044646,2.67002488,131.2715794,24.26558538,0.349183931,336.5128952,0.25514458,198.0902773,111.4882497,5,5,5,5,5,5,320,40,20,14.0059479,2.353790572,0,0,20.61429675,0,0.029889985,0,0,56.42324338,21.96180551,250,0,0.477908015,0,3.168212179,2.680668269,2.755316041,73.209198,1.499300226,3,3,4
66.19835935,-9.800390631,0.725970387,-0.213072537,39.1493057,50,60,2,15.41357268,38.92598883,39.33294368,91.18407916,54.77917567,93.51694224,23.91063325,75.38246087,88.26807169,28.56189267,36.82732841,327.7618771,152.5756439,164.9564109,5.683806164,0.755541056,29.79761837,0,29.87582966,1858.349133,31.39284955,1926.089515,6.095297025,481.2505019,13.90944417,28.2972861,2.890166625,4.680572741,3.714555821,34.98879839,32.5586725,35,40,31.42862486,130.4323667,0.065513843,0.016879813,606.0195914,597.2068672,40.60672231,54.43961697,63.63570634,45.41864361,8.900219474,2.413635639,0.016195556,36.74157488,84.15682831,129.9326796,13.7119437,19.00714223,32.66527459,26.18901391,36.37695996,17.46742726,0.054019985,0.024500367,50,60,0,181.9900987,182.6019804,181.6653465,183.1237627,183.7049511,182.862376,181.372277,183.0138613,182.1336637,0,1021.664311,1019.664713,1021.497685,1021.864273,1016.931926,1018.331651,1022.897408,1017.298511,1020.964456,0,69.22673163,69.22475124,69.23564284,69.22475131,69.22376115,69.23267221,69.23069197,69.23069212,69.22871165,0,147.519802,147.1732673,147.6237624,147.7623762,147.0346535,147.3811881,147.5544554,146.9306931,147.5544554,29.27438606,30.71774307,31.94412197,29.88431666,30.30627596,27.59177608,29.50160593,33.61462803,30.66030261,30.62441954,5.496829968,7239.175191,52.27409072,2296.184575,5.501772909,7239.164454,1326.257426,427,1.574257426,69.4960794,45,55,65,80,1,75.55864927,75.2937922,151.1236015,8.721361217,11869.24783,47.96118527,248.3271388,58.48195561,32.67534637,0.496527791,212.760498,209.986736,460.0252395,355.6838506,1841.115753,185.6081833,116.2061397,225.9613055,39.96765435,-2.235805287,-2.876053553,-2.529304032,2.603719027,131.2502883,24.2710335,0.407098005,336.0407784,0.305251884,198.2183364,112.1994748,5,5,5,5,5,5,320,40,20,18.41115738,2.877671034,0,0,20.63222819,0,0.029925355,0,0,68.26898866,22.41345226,250,0,0.477785112,0,3.184344169,2.680466727,2.755603318,73.209198,1.450594965,3,3,4
63.13784337,-9.187133511,0.69709909,-0.219577479,42.2053694,50,60,2,15.07823954,30.26563065,39.21390817,90.45052912,50.30482203,69.86658338,3.677490166,62.85452728,53.82159307,9.329878344,19.42181187,327.899392,152.6299145,165.2711345,8.143827835,4.999149889,32.78940201,0,32.89053122,1523.450954,34.33499931,1578.339146,6.828136468,321.5184299,15.11569784,30.80039444,2.292434449,4.658553383,3.7283072,36.55756548,33.53319349,35,40,31.68889816,130.1921468,0.054002796,0.017481436,557.2581845,550.2013411,40.04440546,52.87188864,63.61636817,45.39479337,8.751640112,2.924848734,0.020621243,36.18538749,91.96989771,129.409907,13.93322056,19.00409976,32.73813971,25.51808397,35.09795304,19.88342378,0.062454162,0.015304135,50,60,0,187.7584159,188.5049503,187.6366332,189.1970289,189.5980188,188.6811885,187.0831687,188.8099006,187.8148514,0,1064.755782,1062.2896,1065.055718,1065.355664,1059.890081,1060.889883,1065.155706,1059.656785,1063.889283,0,69.60395881,69.59999847,69.60197864,69.60098856,69.60098856,69.60494889,69.59999847,69.60395881,69.60197864,0,154.6237624,154.1386139,154.6237624,154.7970297,153.7227723,154,154.7970297,153.8267327,154.3118812,29.46096046,31.14561143,32.56010505,29.77212111,30.44618894,28.22874415,29.7165066,35.00491318,31.21125257,30.87946493,5.526423558,7285.679141,56.2653633,2393.014109,5.537126725,7285.689883,1389.118812,427,11.26732673,69.94265437,45,55,65,80,1,59.78797119,57.33936688,159.8286524,8.812858482,12552.94247,48.70340056,496.2748667,58.601088,35.482352,0.49444789,449.5811387,453.7330383,460.1594486,356.3574799,1867.891538,194.5842504,115.9474406,225.9544289,40.58616708,-2.19385285,-2.880046469,-2.429602982,2.622852765,131.1832478,24.2698876,0.392630412,336.4892714,0.272735611,198.3476857,112.8804548,5,5,5,5,5,5,320,40,20,18.67891553,2.922203952,0,0,20.68238098,0,0.030004139,0,0,65.47430749,22.31547376,250,0,0.477908015,0,3.079036467,2.680360959,2.75674798,73.209198,1.684629401,3,3,4
3.431287527,-2.667990208,0.437000036,-0.218008444,37.4652833,50,60,2,36.31481889,22.95774649,43.28239054,69.48309616,58.52331287,68.28555835,6.778964774,77.39929706,109.7693206,31.24767678,39.20949933,331.0011987,151.4726599,152.7739622,6.926634183,-5.543642754,29.82961511,0,30.17430293,1470.091485,31.70058118,1569.109571,7.210436957,947.6422324,13.79595827,26.88057582,4.38778216,4.766773958,3.575417339,35.0145311,32.87578257,35,40,29.9322346,122.8729471,0.072249256,0.03070509,595.4931289,589.442631,41.6594436,55.31892598,63.7698741,47.46304948,8.614104904,3.719316037,0.017701825,37.60605273,79.70101908,125.7810256,13.43440856,18.96941541,34.0002095,25.47631651,37.2143789,18.30881332,0.044754494,0.014784401,50,60,158.5839421,160.3445254,161.3343064,160.2182488,161.7240873,162.1773721,161.3664239,159.7598542,161.251825,160.7277368,828.8959261,814.8668306,809.5107181,814.7439892,810.9357367,811.4271222,806.7098095,814.3017404,806.2921365,814.7194147,74.44598533,74.44306573,74.44233581,74.44379564,74.44452567,74.44452556,74.44598539,74.44014595,74.44598528,74.44525542,128.9890511,126.689781,125.8211679,126.8175182,126.1277372,126.1277372,125.6423358,126.5364964,125.4124088,126.6386861,30.43046893,30.84451135,32.12589663,29.29893393,30.15605974,27.76386467,28.42844991,30.42933411,30.11146909,29.96671394,5.910855057,7784.156147,48.23534446,2034.272226,5.915956337,7784.145583,1264.828467,205,44.77372263,74.72787063,50,55,65,80,1,71.44709756,75.54892346,151.3361929,8.994656222,11885.94473,53.27875959,177.6563046,60.32219367,32.67492821,40.390625,147.7367389,153.8001047,422.3091453,414.1191094,2064.203393,187.145597,116.334228,227.2441645,44.3788484,-1.034147739,-2.446142527,-0.69725084,0.979300248,131.2835815,24.30840644,17.63842418,339.7813393,15.78519933,198.7181902,115.9007286,5,5,5,5,5,5,300,30,20,20.64203368,3.195277059,0,0,20.68867756,0,0.029791888,0,0,67.56904324,23.44256893,250,0,0.471701413,0,3.112011673,2.676252558,2.751539566,73.85885225,1.277329497,3,3,3
0.758402994,-9.031108717,0.36072281,-0.215156958,41.08166024,50,60,2,34.08149389,23.86694404,43.3376018,69.40104177,74.47014225,113.3454242,57.41012921,85.31453463,145.9626823,17.16386483,26.77378411,335.5706536,151.8389068,152.2244465,13.19637427,-1.36826687,26.42068901,0,28.18369412,1947.513712,30.4523127,2082.744958,8.378810278,503.6108117,11.21797067,24.5329544,4.588719278,4.802707908,3.580267923,34.84258259,32.28432551,35,40,31.10074007,122.2550249,0.073117208,0.033421571,569.2794561,561.5535919,44.17531831,59.39927991,63.85848527,49.34838527,8.867846423,3.25566099,0.009103428,38.86959004,84.95524427,133.5445631,13.61075076,19.00448661,32.34589059,25.75254512,36.89096056,17.79099712,0.052547442,0,50,60,268.872278,273.6108905,275.7950501,272.9940593,275.427723,0,275.445545,272.7118807,275.9891093,273.5297048,1578.354062,1566.756359,1544.194164,1565.956512,1545.327268,0,1539.661724,1569.322515,1539.928342,1568.222744,69.43564455,69.4386148,69.44257513,69.43960488,69.4386148,0,69.44950572,69.43960488,69.45247597,69.43960488,228.6782178,226.9108911,223.7574257,226.7722772,223.8267327,0,223.2029703,227.1534653,223.0990099,227.3267327,32.43376473,32.49575216,33.7556152,30.75094006,31.40864189,94.5297461,29.80825364,31.64019492,31.59392738,31.61702577,5.513635768,7280.794438,47.36160512,3506.004017,5.533400635,7280.783691,2030.485149,206,3.069306931,69.89558887,50,55,65,80,1,77.04150625,71.96968335,199.6122402,11.7559314,15677.54552,64.81414372,1213.635161,65.3698258,33.36549343,39.0100478,1157.179652,1165.199156,423.3952437,416.3955278,2358.754709,235.6375477,116.4626876,227.2946158,54.01178405,-1.035141926,-2.444475216,-0.687275122,0.971842601,131.2436986,24.33964718,16.99154297,341.0252211,15.28178847,198.5337617,115.5109781,5,5,5,5,5,5,300,30,20,23.58754702,3.88884855,0,0,20.68855034,0,0.02980718,0,0,67.87105787,23.71424652,250,0,0.471701413,0,3.133743574,2.677741849,2.756971258,76.0187569,1.277286825,3,3,3
6.347878162,-5.551662754,0.39217652,-0.308008462,39.50737852,50,60,2,45.24115491,22.74291369,43.42192616,69.15324888,66.09760812,55.59612177,3.082731936,45.52639337,30.27471382,11.10557939,20.99488808,334.0750101,151.5187789,152.4121169,5.616611705,-8.769985797,31.93809722,0,32.00628649,1655.25811,33.45800994,1776.924622,8.378080742,906.6602705,12.01838506,28.73263911,3.997463918,4.768144051,3.568689877,35.32081884,33.37464419,35,40,31.1035154,123.2689953,0.068150871,0.035590278,583.5367611,573.6964063,42.5310909,57.91356068,63.76683605,47.95588531,8.393437713,1.59652437,0.037086325,38.09819315,85.34587931,126.6352983,13.44842787,18.95409539,31.57220227,27.01126875,32.70549991,21.71636825,0.032503858,0,50,60,199.7147067,202.6303919,204.0607846,202.0784305,203.7147052,205.7725492,203.5254901,202.0421569,204.2833336,203.0852944,1083.455995,1065.074994,1058.045995,1064.085,1058.804993,1067.252994,1054.448999,1066.560003,1055.438998,1066.824007,75.29510034,75.30000238,75.29706132,75.30196306,75.2980417,75.29902178,75.29608065,75.29215914,75.30000253,75.299022,170.1617647,167.245098,166.2156863,167.004902,166.4558824,167.5882353,165.6666667,167.3823529,165.872549,167.5882353,32.05110757,31.90980023,33.1072062,30.64870816,31.00883798,32.47807869,29.74728534,33.48325771,31.30382777,31.0746514,5.978617631,7878.29879,47.26564632,2661.799819,5.987493192,7878.281054,1671.764706,206,18.7745098,75.63149284,50,55,65,80,1,75.73089682,73.3597718,174.3353415,9.471037715,13692.29787,56.61309814,154.2879687,61.84511794,32.67534637,0.488945052,126.8204343,129.6702683,425.8352595,412.6358756,2220.711639,209.8016512,116.2095205,227.2902751,47.15055727,-1.075470492,-2.468033015,-0.743020792,0.817404798,131.7084264,24.32527076,0.378001317,342.972293,0.243395971,199.0876885,114.609999,5,5,5,5,5,5,300,30,20,22.20711658,3.39484018,0,0,20.68761154,0,0.029835864,0,0,66.20086677,22.70688665,250,0,37.50056568,0,3.149715978,2.677733131,2.756667448,76.02472806,1.945941225,3,3,3
